JobID,UserID,WindowID_left,Split_left,ApplicationDate,WindowID_right,Split_right,City,State,Country,ZipCode,DegreeType,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany,User_Major_Cluster,User_Education_Work_Cluster,ClusterUser
758079,203,1,Train,2012-04-02 09:50:37.153,1,0,Colchester,VT,US,05446,5,4,3.0,1,0,0,9,5,159
717481,203,1,Train,2012-04-03 09:47:58.053,1,0,Colchester,VT,US,05446,5,4,3.0,1,0,0,9,5,159
13175,203,1,Train,2012-04-02 09:43:52.047,1,0,Colchester,VT,US,05446,5,4,3.0,1,0,0,9,5,159
1032422,203,1,Train,2012-04-02 10:02:45.643,1,0,Colchester,VT,US,05446,5,4,3.0,1,0,0,9,5,159
519595,344,1,Train,2012-04-01 15:38:28.11,1,0,Newport News,VA,US,23601,1,3,7.0,1,0,0,1,2,61
1075341,395,1,Train,2012-04-22 13:40:42.827,1,0,Wildwood,MO,US,63038,4,10,24.0,1,0,0,13,14,433
485208,395,1,Train,2012-04-22 13:46:58.773,1,0,Wildwood,MO,US,63038,4,10,24.0,1,0,0,13,14,433
784093,395,1,Train,2012-04-09 18:15:44.083,1,0,Wildwood,MO,US,63038,4,10,24.0,1,0,0,13,14,433
766183,411,1,Train,2012-04-04 08:28:48.097,1,0,Lutz,FL,US,33559,0,3,11.0,1,1,1,2,1,32
314495,411,1,Train,2012-04-04 08:30:20.24,1,0,Lutz,FL,US,33559,0,3,11.0,1,1,1,2,1,32
479001,411,1,Train,2012-04-04 08:30:20.61,1,0,Lutz,FL,US,33559,0,3,11.0,1,1,1,2,1,32
580369,415,1,Train,2012-04-06 07:21:04.043,1,0,Leland,NC,US,28451,3,5,7.0,0,0,0,18,8,258
1098779,483,1,Train,2012-04-03 14:51:58.507,1,0,York,PA,US,17406,4,6,22.0,0,0,0,5,7,215
381246,483,1,Train,2012-04-03 14:36:55.09,1,0,York,PA,US,17406,4,6,22.0,0,0,0,5,7,215
1102826,496,1,Train,2012-04-09 13:49:33.503,1,0,Easley,SC,US,29640,1,10,21.0,0,0,0,1,16,481
932921,496,1,Train,2012-04-09 13:33:48.257,1,0,Easley,SC,US,29640,1,10,21.0,0,0,0,1,16,481
1091719,501,1,Train,2012-04-01 20:24:46.487,1,0,Cape Coral,FL,US,33990,4,4,37.0,0,0,0,2,7,212
920491,501,1,Train,2012-04-04 20:33:45.87,1,0,Cape Coral,FL,US,33990,4,4,37.0,0,0,0,2,7,212
752100,501,1,Train,2012-04-04 20:37:42.387,1,0,Cape Coral,FL,US,33990,4,4,37.0,0,0,0,2,7,212
142459,524,1,Train,2012-04-05 08:23:30.313,1,0,Florence,SC,US,29501,4,5,20.0,1,0,0,17,14,437
135040,524,1,Train,2012-04-05 14:37:23.193,1,0,Florence,SC,US,29501,4,5,20.0,1,0,0,17,14,437
871031,524,1,Train,2012-04-05 14:35:31.04,1,0,Florence,SC,US,29501,4,5,20.0,1,0,0,17,14,437
1008042,547,1,Train,2012-04-02 11:46:45.077,1,0,Milford,CT,US,06460,1,7,23.0,0,0,0,1,16,481
1008052,547,1,Train,2012-04-03 10:24:24.773,1,0,Milford,CT,US,06460,1,7,23.0,0,0,0,1,16,481
449169,547,1,Train,2012-04-02 11:33:40.23,1,0,Milford,CT,US,06460,1,7,23.0,0,0,0,1,16,481
366888,547,1,Train,2012-04-02 11:32:35.89,1,0,Milford,CT,US,06460,1,7,23.0,0,0,0,1,16,481
153632,547,1,Train,2012-04-02 11:35:19.343,1,0,Milford,CT,US,06460,1,7,23.0,0,0,0,1,16,481
957,553,1,Train,2012-04-02 11:16:52.837,1,0,Debary,FL,US,32713,4,3,10.0,0,0,0,2,18,542
196603,554,1,Train,2012-04-02 11:05:25.333,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
300053,554,1,Train,2012-04-02 05:08:41.413,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
1078274,554,1,Train,2012-04-02 11:05:24.333,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
146817,554,1,Train,2012-04-02 11:05:26.087,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
654538,554,1,Train,2012-04-02 11:05:25.833,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
336293,554,1,Train,2012-04-02 05:08:41.303,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
640492,554,1,Train,2012-04-02 11:05:25.76,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
271546,554,1,Train,2012-04-02 11:18:18.257,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
283949,554,1,Train,2012-04-02 05:08:44.72,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
1066757,554,1,Train,2012-04-02 05:11:22.263,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
300007,554,1,Train,2012-04-02 11:05:25.283,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
1042648,554,1,Train,2012-04-02 11:05:25.367,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
680718,554,1,Train,2012-04-02 04:57:57.623,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
600058,554,1,Train,2012-04-02 05:08:43.63,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
25820,554,1,Train,2012-04-02 11:05:24.643,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
403896,554,1,Train,2012-04-02 05:08:38.72,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
497069,554,1,Train,2012-04-02 05:08:42.793,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
802921,554,1,Train,2012-04-02 05:08:40.687,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
473911,554,1,Train,2012-04-02 05:07:58.51,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
811833,554,1,Train,2012-04-02 05:08:40.947,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
35071,554,1,Train,2012-04-02 05:08:40.687,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
300020,554,1,Train,2012-04-02 05:08:43.687,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
812337,554,1,Train,2012-04-02 11:05:23.78,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
537961,554,1,Train,2012-04-02 05:08:41.84,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
600011,554,1,Train,2012-04-02 11:05:23.507,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
871066,554,1,Train,2012-04-02 11:05:25.37,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
1113088,554,1,Train,2012-04-02 11:05:26.177,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
946506,554,1,Train,2012-04-02 11:15:11.807,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
600033,554,1,Train,2012-04-02 05:08:39.433,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
283948,554,1,Train,2012-04-02 11:05:25.01,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
600045,554,1,Train,2012-04-02 11:05:25.757,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
1091388,554,1,Train,2012-04-02 11:05:25.093,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
18,554,1,Train,2012-04-02 11:05:25.587,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
488127,554,1,Train,2012-04-02 05:08:43.527,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
957,554,1,Train,2012-04-02 05:08:38.63,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
328100,554,1,Train,2012-04-02 05:08:41.417,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
28139,554,1,Train,2012-04-02 11:05:25.1,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
817048,554,1,Train,2012-04-02 11:05:24.267,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
251966,554,1,Train,2012-04-02 11:05:23.997,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
316374,554,1,Train,2012-04-02 05:08:41.38,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
747584,554,1,Train,2012-04-02 11:05:24.433,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
491965,554,1,Train,2012-04-02 11:05:23.61,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
537959,554,1,Train,2012-04-02 05:08:43.847,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
280275,554,1,Train,2012-04-02 05:08:38.88,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
855139,554,1,Train,2012-04-02 05:08:41.31,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
149199,554,1,Train,2012-04-02 05:08:44.563,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
449029,554,1,Train,2012-04-02 05:08:41.717,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
627377,554,1,Train,2012-04-02 10:59:19.397,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
40,554,1,Train,2012-04-02 05:08:44.12,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
273293,554,1,Train,2012-04-02 05:08:43.747,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
773410,554,1,Train,2012-04-02 11:05:26.28,1,0,Altamonte Springs,FL,US,32701,4,2,4.0,0,0,0,9,18,549
880943,555,1,Train,2012-04-06 21:02:26.85,1,0,Saint Petersburg,FL,US,33712,1,0,0.0,0,0,0,12,15,462
1058892,555,1,Train,2012-04-06 21:00:54.797,1,0,Saint Petersburg,FL,US,33712,1,0,0.0,0,0,0,12,15,462
80574,640,1,Train,2012-04-03 10:35:54.373,1,0,Cooper City,FL,US,33330,0,4,34.0,0,0,0,2,9,272
900359,640,1,Train,2012-04-03 09:23:26.3,1,0,Cooper City,FL,US,33330,0,4,34.0,0,0,0,2,9,272
365842,644,1,Train,2012-04-04 00:11:31.52,1,0,Galloway,NJ,US,08205,4,4,4.0,1,0,0,23,5,173
187357,645,1,Train,2012-04-02 21:26:53.877,1,0,Dallas,TX,US,75234,1,2,13.0,1,0,0,1,2,61
464796,645,1,Train,2012-04-02 21:26:53.857,1,0,Dallas,TX,US,75234,1,2,13.0,1,0,0,1,2,61
234872,645,1,Train,2012-04-02 21:26:54.05,1,0,Dallas,TX,US,75234,1,2,13.0,1,0,0,1,2,61
222539,645,1,Train,2012-04-02 21:20:19.513,1,0,Dallas,TX,US,75234,1,2,13.0,1,0,0,1,2,61
814750,645,1,Train,2012-04-02 21:26:54.037,1,0,Dallas,TX,US,75234,1,2,13.0,1,0,0,1,2,61
1014772,645,1,Train,2012-04-02 21:26:54.853,1,0,Dallas,TX,US,75234,1,2,13.0,1,0,0,1,2,61
565961,645,1,Train,2012-04-02 21:26:54.667,1,0,Dallas,TX,US,75234,1,2,13.0,1,0,0,1,2,61
159979,645,1,Train,2012-04-02 21:26:53.293,1,0,Dallas,TX,US,75234,1,2,13.0,1,0,0,1,2,61
547649,645,1,Train,2012-04-02 21:26:54.2,1,0,Dallas,TX,US,75234,1,2,13.0,1,0,0,1,2,61
524448,655,1,Train,2012-04-05 10:57:07.223,1,0,Glendale,AZ,US,85308,4,3,5.0,1,0,0,23,5,173
214688,655,1,Train,2012-04-09 01:35:03.943,1,0,Glendale,AZ,US,85308,4,3,5.0,1,0,0,23,5,173
986010,655,1,Train,2012-04-03 12:03:16.473,1,0,Glendale,AZ,US,85308,4,3,5.0,1,0,0,23,5,173
585967,655,1,Train,2012-04-03 12:20:01.207,1,0,Glendale,AZ,US,85308,4,3,5.0,1,0,0,23,5,173
886994,655,1,Train,2012-04-09 01:32:33.73,1,0,Glendale,AZ,US,85308,4,3,5.0,1,0,0,23,5,173
734242,682,1,Train,2012-04-02 11:13:15.327,1,0,Mount Kisco,NY,US,10549,1,4,7.0,1,0,0,1,2,61
24469,682,1,Train,2012-04-02 11:09:44.337,1,0,Mount Kisco,NY,US,10549,1,4,7.0,1,0,0,1,2,61
266926,682,1,Train,2012-04-09 22:24:11.54,1,0,Mount Kisco,NY,US,10549,1,4,7.0,1,0,0,1,2,61
591265,682,1,Train,2012-04-17 15:55:11.88,1,0,Mount Kisco,NY,US,10549,1,4,7.0,1,0,0,1,2,61
1077655,744,1,Train,2012-04-01 13:01:18.21,1,0,Elkton,MD,US,21921,1,5,17.0,0,0,0,1,9,271
85377,767,1,Test,2012-04-01 14:37:20.023,1,1,Murrieta,CA,US,92562,4,5,16.0,0,0,0,9,8,249
853328,769,1,Test,2012-04-16 22:36:52.48,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
86106,769,1,Test,2012-04-09 18:59:28.193,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
327571,769,1,Test,2012-04-09 18:59:31.127,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
119161,769,1,Test,2012-04-08 21:29:11.993,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
28124,769,1,Test,2012-04-18 23:49:59.033,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
306734,769,1,Test,2012-04-03 00:57:43.033,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
584241,769,1,Test,2012-04-09 18:59:30.493,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
811935,769,1,Test,2012-04-09 18:59:30.167,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
1032353,769,1,Test,2012-04-18 23:50:00.633,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
381978,769,1,Test,2012-04-09 18:59:31.207,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
608556,769,1,Test,2012-04-09 18:59:24.053,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
601021,769,1,Test,2012-04-09 18:59:24.867,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
775477,769,1,Test,2012-04-03 00:53:43.41,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
778617,769,1,Test,2012-04-09 18:59:23.51,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
39407,769,1,Test,2012-04-03 00:51:49.44,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
361603,769,1,Test,2012-04-09 18:59:23.68,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
300974,769,1,Test,2012-04-09 18:59:24.347,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
551465,769,1,Test,2012-04-09 18:59:27.1,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
1061408,769,1,Test,2012-04-09 18:59:26.77,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
28033,769,1,Test,2012-04-09 18:59:31.047,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
276926,769,1,Test,2012-04-03 00:55:28.733,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
900568,769,1,Test,2012-04-03 00:53:16.56,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
1054653,769,1,Test,2012-04-09 18:59:27.693,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
683925,769,1,Test,2012-04-18 23:50:00.53,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
134528,769,1,Test,2012-04-09 18:59:27.863,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
174594,769,1,Test,2012-04-09 18:59:28.107,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
478877,769,1,Test,2012-04-09 18:59:30.947,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
1039146,769,1,Test,2012-04-09 18:59:25.167,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
1069766,769,1,Test,2012-04-09 18:59:31.2,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
900935,769,1,Test,2012-04-09 18:59:30.247,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
344549,769,1,Test,2012-04-09 18:59:30.993,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
7620,769,1,Test,2012-04-09 18:59:26.83,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
497411,769,1,Test,2012-04-09 18:59:25.017,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
512686,769,1,Test,2012-04-09 18:59:24.3,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
195570,769,1,Test,2012-04-09 18:59:24.853,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
814990,769,1,Test,2012-04-09 18:59:30.597,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
272504,769,1,Test,2012-04-09 18:59:25.74,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
624249,769,1,Test,2012-04-09 18:59:26.19,1,1,Roselle,IL,US,60172,4,5,5.0,1,0,0,9,5,159
1030664,861,1,Test,2012-04-18 13:00:00.42,1,1,Morris,IL,US,60450,1,7,21.0,0,0,0,10,16,490
149330,861,1,Test,2012-04-18 12:59:14.757,1,1,Morris,IL,US,60450,1,7,21.0,0,0,0,10,16,490
1008162,908,1,Train,2012-04-02 15:50:46.903,1,0,East Lansing,MI,US,48823,4,6,4.0,1,0,0,23,5,173
79201,951,1,Train,2012-04-03 10:56:55.407,1,0,Philadelphia,PA,US,19131,4,3,10.0,0,0,0,7,18,547
1051929,951,1,Train,2012-04-03 10:56:57.573,1,0,Philadelphia,PA,US,19131,4,3,10.0,0,0,0,7,18,547
207874,951,1,Train,2012-04-19 11:39:04.307,1,0,Philadelphia,PA,US,19131,4,3,10.0,0,0,0,7,18,547
200296,951,1,Train,2012-04-03 10:56:55.38,1,0,Philadelphia,PA,US,19131,4,3,10.0,0,0,0,7,18,547
780304,951,1,Train,2012-04-03 10:56:57.233,1,0,Philadelphia,PA,US,19131,4,3,10.0,0,0,0,7,18,547
821864,951,1,Train,2012-04-03 10:56:56.617,1,0,Philadelphia,PA,US,19131,4,3,10.0,0,0,0,7,18,547
769592,951,1,Train,2012-04-03 10:56:56.047,1,0,Philadelphia,PA,US,19131,4,3,10.0,0,0,0,7,18,547
885313,951,1,Train,2012-04-02 09:20:34.56,1,0,Philadelphia,PA,US,19131,4,3,10.0,0,0,0,7,18,547
1025718,951,1,Train,2012-04-03 10:56:57.197,1,0,Philadelphia,PA,US,19131,4,3,10.0,0,0,0,7,18,547
387058,951,1,Train,2012-04-02 09:14:52.453,1,0,Philadelphia,PA,US,19131,4,3,10.0,0,0,0,7,18,547
77978,951,1,Train,2012-04-03 10:56:55.437,1,0,Philadelphia,PA,US,19131,4,3,10.0,0,0,0,7,18,547
1057124,966,1,Train,2012-04-02 14:33:43.217,1,0,Charlotte,NC,US,28202,3,6,14.0,1,0,0,15,14,435
1057537,966,1,Train,2012-04-02 14:40:52.97,1,0,Charlotte,NC,US,28202,3,6,14.0,1,0,0,15,14,435
655183,1006,1,Test,2012-04-30 10:09:13.693,1,1,West Chester,PA,US,19382,1,3,6.0,1,0,0,1,2,61
718012,1031,1,Train,2012-04-15 00:31:00.7,1,0,Tacoma,WA,US,98404,3,3,9.0,0,0,0,2,18,542
1061008,1045,1,Train,2012-04-04 08:23:37.62,1,0,Charleston,WV,US,25312,1,5,4.0,1,0,0,1,2,61
558454,1045,1,Train,2012-04-01 00:24:26.963,1,0,Charleston,WV,US,25312,1,5,4.0,1,0,0,1,2,61
626239,1113,1,Train,2012-04-09 13:52:22.947,1,0,Ramsey,NJ,US,07446,0,2,1.0,0,0,0,2,15,452
6867,1113,1,Train,2012-04-09 12:54:03.77,1,0,Ramsey,NJ,US,07446,0,2,1.0,0,0,0,2,15,452
417260,1123,1,Train,2012-04-04 12:00:03.937,1,0,Jacksonville,FL,US,32256,0,3,9.0,1,1,100,24,1,54
489718,1138,1,Train,2012-04-06 14:07:47.313,1,0,Monroe,OH,US,45050,1,4,4.0,1,0,0,1,2,61
80928,1138,1,Train,2012-04-06 14:07:46.92,1,0,Monroe,OH,US,45050,1,4,4.0,1,0,0,1,2,61
140348,1192,1,Test,2012-04-22 21:11:03.067,1,1,Cincinnati,OH,US,45255,4,5,6.0,1,0,0,13,5,163
657615,1201,1,Train,2012-04-19 10:38:43.337,1,0,Depauw,IN,US,47115,1,2,18.0,0,0,0,1,9,271
528186,1201,1,Train,2012-04-04 11:10:38.027,1,0,Depauw,IN,US,47115,1,2,18.0,0,0,0,1,9,271
208204,1204,1,Train,2012-04-09 00:52:07.353,1,0,Mertzon,TX,US,76941,4,3,5.0,0,0,0,18,18,558
1045099,1206,1,Train,2012-04-08 10:46:20.423,1,0,Upper Marlboro,MD,US,20774,4,3,10.0,1,1,30,12,11,342
192714,1206,1,Train,2012-04-01 10:45:57.57,1,0,Upper Marlboro,MD,US,20774,4,3,10.0,1,1,30,12,11,342
312984,1206,1,Train,2012-04-08 09:56:25.407,1,0,Upper Marlboro,MD,US,20774,4,3,10.0,1,1,30,12,11,342
468740,1206,1,Train,2012-04-08 10:30:03.73,1,0,Upper Marlboro,MD,US,20774,4,3,10.0,1,1,30,12,11,342
878116,1226,1,Train,2012-04-03 10:33:20.687,1,0,Cincinnati,OH,US,45245,0,8,23.0,0,0,0,15,16,495
796534,1244,1,Train,2012-04-02 10:29:41.373,1,0,Baltimore,MD,US,21217,0,0,0.0,0,0,0,2,15,452
22513,1355,1,Train,2012-04-04 18:15:41.093,1,0,Bronx,NY,US,10466,3,3,10.0,0,0,0,9,18,549
747871,1355,1,Train,2012-04-04 18:22:31.453,1,0,Bronx,NY,US,10466,3,3,10.0,0,0,0,9,18,549
117126,1355,1,Train,2012-04-04 18:23:17.54,1,0,Bronx,NY,US,10466,3,3,10.0,0,0,0,9,18,549
544027,1355,1,Train,2012-04-04 18:21:04.28,1,0,Bronx,NY,US,10466,3,3,10.0,0,0,0,9,18,549
919896,1363,1,Train,2012-04-09 13:50:30.727,1,0,Rochester,NY,US,14626,4,3,4.0,1,0,0,22,5,172
898053,1363,1,Train,2012-04-09 13:44:14.737,1,0,Rochester,NY,US,14626,4,3,4.0,1,0,0,22,5,172
458275,1374,1,Train,2012-04-15 20:28:08.85,1,0,Paterson,NJ,US,07504,1,8,13.0,0,0,0,1,16,481
746078,1374,1,Train,2012-04-03 19:59:04.403,1,0,Paterson,NJ,US,07504,1,8,13.0,0,0,0,1,16,481
34963,1374,1,Train,2012-04-18 01:22:20.157,1,0,Paterson,NJ,US,07504,1,8,13.0,0,0,0,1,16,481
1086943,1486,1,Train,2012-04-02 16:46:46.767,1,0,Conroe,TX,US,77301,1,2,6.0,1,0,0,1,2,61
570439,1487,1,Train,2012-04-04 12:11:22.25,1,0,Pawtucket,RI,US,02860,0,0,0.0,0,0,0,4,15,454
326474,1526,1,Train,2012-04-01 21:33:44.497,1,0,Chicago,IL,US,60619,1,1,2.0,0,0,0,3,15,453
997521,1526,1,Train,2012-04-01 21:29:27.607,1,0,Chicago,IL,US,60619,1,1,2.0,0,0,0,3,15,453
512682,1526,1,Train,2012-04-01 21:34:58.097,1,0,Chicago,IL,US,60619,1,1,2.0,0,0,0,3,15,453
364189,1526,1,Train,2012-04-01 21:39:32.92,1,0,Chicago,IL,US,60619,1,1,2.0,0,0,0,3,15,453
